41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,90,41,41,41,41,41,41,41,41
41,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,51,1,41,49,49,49,49,49,49,49,41,1,41,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,50,49,41
41,49,49,49,49,49,49,41,51,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,41,41,41,49,49,49,49,49,49,49,41,51,41,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,50,49,49,49,49,49,41
41,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,50,49,49,49,49,41
41,49,49,49,49,49,49,41,1,41,41,41,41,41,49,49,49,49,41,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,41,41,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,50,49,49,49,49,49,41
41,49,49,49,49,49,49,41,1,51,1,1,1,41,49,49,49,49,41,51,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,50,49,41
41,49,49,49,49,49,49,41,41,41,41,41,41,41,49,49,49,49,41,41,41,41,49,49,49,41,41,41,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,50,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,50,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,50,49,49,49,49,49,49,49,49,49,41
41,49,49,49,50,49,50,49,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,41,1,41,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,41,1,41,49,50,49,50,49,50,49,50,49,50,49,50,49,50,49,41
41,41,41,41,41,41,41,41,41,49,49,49,49,49,49,49,49,49,49,50,49,49,49,49,49,41,1,41,49,49,49,41,41,41,41,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,1,1,1,51,1,51,1,1,41,49,49,49,49,49,49,49,49,49,50,49,49,49,49,49,41,1,41,49,49,49,41,1,1,41,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,51,51,1,51,1,51,1,51,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,41,41,41,41,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,41,41,41,41,1,1,1,51,1,1,41,41,41,49,49,49,49,41,41,41,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,41,1,1,1,1,1,1,1,41,49,49,49,49,41,1,41,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
41,49,49,49,49,49,41,41,41,41,41,41,41,41,49,49,49,49,41,1,41,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41,1,41,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,41
